,korean_word,english_translation,mandarin_translation,mandarin_pinyin,category,difficulty
3297,건축가,architect,建筑家,jiànzhùjiā,건축,3
3298,공터,open area,空地，闲地,kòngdì，xiándì,건축,3
3299,굴뚝,chimney,烟筒，烟囱,yāntóng，yāncōng,건축,3
3300,공간적,being spatial,空间的,kōngjiānde,건축,3
3301,울타리,fence,栅栏，篱笆,zhàlán，líbā,건축,3
3302,방음,soundproofing,隔音,géyīn,건축,3
3303,공사장,construction site,工地,gōngdì,건축,3
3304,기와집,giwajip; tile-roofed house,瓦房,wǎfáng,건축,3
3305,옥상,rooftop,屋顶，房顶，屋顶平台,wūdǐng，fángdǐng，wūdǐngpíngtái,건축,3
3306,벽돌,brick,砖，砖头,zhuān，zhuāntóu,건축,3
3307,건설업,construction industry,建筑业,jiànzhùyè,건축,3
3308,보일러,boiler,锅炉，家用锅炉,guōlú，jiāyòngguōlú,건축,3
3309,목재,lumber,木材，木料,mùcái，mùliào,건축,3
3310,자재,material,材料,cáiliào,건축,3
3311,주거지,residence; residential area; residential site,居住地，住所,jūzhùdì，zhùsuǒ,건축,3
3312,담장,wall,墙，围墙,qiáng，wéiqiáng,건축,3
3313,난간,railing; handrail; banister,栏杆,lángān,건축,3
3314,통풍,ventilation,通风,tōngfēng,건축,3
3315,신도시,new town; new city,新城，卫星城,xīnchéng，wèixīngchéng,건축,3
3316,독방,single room,单独房间,dāndúfángjiān,건축,3
3317,출입구,entrance; exit,进出口，出入口,jìnchūkǒu，chūrùkǒu,건축,3
3318,동향,eastward,向东，朝东，东方,xiàngdōng，cháodōng，dōngfāng,건축,3
3319,북향,facing north; northern direction,向北，朝北，北向,xiàngběi，cháoběi，běixiàng,건축,3
3320,집값,house price,房价,fángjià,건축,3
3321,전셋값,jeonse price,包租价,bāozūjià,건축,3
3322,서향,west exposure; facing west,向西，朝西,xiàngxī，cháoxī,건축,3
3323,헤프다,quickly used up; easily worn out,不耐用，不禁用,bùnàiyòng，bùjīnyòng,경제·경영,3
3324,물리다,return,退货，退还,tuìhuò，tuìhuán,경제·경영,3
3325,티끌,dirt,尘埃，灰尘，尘土,chén'āi，huīchén，chéntǔ,경제·경영,3
3326,씀씀이,spending; expense,开销，花销，心意，用心,kāixiāo，huāxiāo，xīnyì，yòngxīn,경제·경영,3
3327,매출,sale,销售,xiāoshòu,경제·경영,3
3328,호황,boom; prosperity; success,景气，繁荣，旺市,jǐngqì，fánróng，wàngshì,경제·경영,3
3329,예년,normal year; ordinary year,往年,wǎngnián,경제·경영,3
3330,가계,family; household,家庭,jiātíng,경제·경영,3
3331,알뜰,frugality; thrift,精明，精打细算,jīngmíng，jīngdǎxìsuàn,경제·경영,3
3332,빠듯하다,tight; hard,紧凑，紧,jǐncòu，jǐn,경제·경영,3
3333,달다,weigh; measure,称,chēng,경제·경영,3
3334,소인,child; kid,儿童，小孩儿,értóng，xiǎohái'ér,경제·경영,3
3335,상승세,upward tendency; upswing; upturn,升势，涨势,shēngshì，zhǎngshì,경제·경영,3
3336,잠재력,potentiality,潜力,qiánlì,경제·경영,3
3337,성수기,peak season; busy season,旺季,wàngjì,경제·경영,3
3338,불황,economic depression; recession,(宏观经济)疲软，萧条，不景气,(hóngguānjīngjì)píruǎn，xiāotiáo，bùjǐngqì,경제·경영,3
3339,개업,opening; start; launch,开业，开张,kāiyè，kāizhāng,경제·경영,3
3340,선보이다,show; present,展示,zhǎnshì,경제·경영,3
3341,대금,price; money; payment,款，费用,kuǎn，fèiyòng,경제·경영,3
3342,매입,purchase,买入，购进,mǎirù，gòujìn,경제·경영,3
3343,고지서,official billing,通知单，收缴通知单,tōngzhīdān，shōujiǎotōngzhīdān,경제·경영,3
3344,만족도,satisfaction level,满意度,mǎnyìdù,경제·경영,3
3345,대박,great success,走大运，兴隆，给力，大发，红火,zǒudàyùn，xīnglóng，gěilì，dàfā，hónghuǒ,경제·경영,3
3346,생계,living; livelihood,生计，生路,shēngjì，shēnglù,경제·경영,3
3347,지수,exponent,指数,zhǐshù,경제·경영,3
3348,손실,loss; damage,损失,sǔnshī,경제·경영,3
3349,보증금,deposit,保证金,bǎozhèngjīn,경제·경영,3
3350,계,gye,契，互助会,qì，hùzhùhuì,경제·경영,3
3351,과도하다,excessive,过分,guòfèn,경제·경영,3
3352,검소,simplicity; plainness; frugality,俭朴，朴素,jiǎnpǔ，pǔsù,경제·경영,3
3353,부진,sluggishness,不振，不良，低迷,bùzhèn，bùliáng，dīmí,경제·경영,3
3354,흥청망청,carousingly; exultingly,兴致勃勃地,xìngzhìbóbódì,경제·경영,3
3355,치솟다,rise,往上冲，往上蹿，涌上来，喷涌,wǎngshàngchōng，wǎngshàngcuān，yǒngshànglái，pēnyǒng,경제·경영,3
3356,빛내다,light up,照亮,zhàoliàng,경제·경영,3
3357,감축,reduction,削减，裁减，缩减,xuējiǎn，cáijiǎn，suōjiǎn,경제·경영,3
3358,가속화,accelerating,加速化，加速,jiāsùhuà，jiāsù,경제·경영,3
3359,경제성,economic feasibility,经济价值，经济效益,jīngjìjiàzhí，jīngjìxiàoyì,경제·경영,3
3360,소유자,holder,所有者,suǒyǒuzhě,경제·경영,3
3361,강세,bullish tendency,强势，涨势，上升趋势,qiángshì，zhǎngshì，shàngshēngqūshì,경제·경영,3
3362,이윤,profit; gain,利润,lìrùn,경제·경영,3
3363,수익,earnings; return,收益，收入,shōuyì，shōurù,경제·경영,3
3364,빈곤,poverty,贫困,pínkùn,경제·경영,3
3365,값지다,costly; expensive,昂贵，值钱,ángguì，zhíqián,경제·경영,3
3366,부쩍,greatly; dramatically,猛地，一下子,měngdì，yīxiàzi,경제·경영,3
3367,활성화,boost; revitalization; invigoration,激活，促进，搞活,jīhuó，cùjìn，gǎohuó,경제·경영,3
3368,복권,lottery ticket,奖券，彩票,jiǎngquàn，cǎipiào,경제·경영,3
3369,어마어마하다,enormous; tremendous; huge,可观，惊人,kěguān，jīngrén,경제·경영,3
3370,유가,oil price; price of petroleum,油价,yóujià,경제·경영,3
3371,덤,extra; free addition; bonus,附赠，赠品，搭头,fùzèng，zèngpǐn，dātóu,경제·경영,3
3372,금전,gold coin,金币,jīnbì,경제·경영,3
3373,값어치,value; worth,价格，价值,jiàgé，jiàzhí,경제·경영,3
3374,생,living,生，生命,shēng，shēngmìng,경제·경영,3
3375,웃돌다,exceed,高于，多于,gāoyú，duōyú,경제·경영,3
3376,구두쇠,scrooge; penny pincher,守财奴，吝啬鬼,shǒucáinú，lìnsèguǐ,경제·경영,3
3377,세,rent,租金,zūjīn,경제·경영,3
3378,대여,lending; rental,出租，租赁,chūzū，zūlìn,경제·경영,3
3379,하반기,second half of a year; second half ,下半期，下半年,xiàbànqī，xiàbànnián,경제·경영,3
3380,재물,wealth,财物,cáiwù,경제·경영,3
3381,외환,foreign exchange,外汇汇款,wàihuìhuìkuǎn,경제·경영,3
3382,선불,advance payment; prepayment,预付,yùfù,경제·경영,3
3383,불경기,recession; depression,不景气，萧条,bùjǐngqì，xiāotiáo,경제·경영,3
3384,-대,-dae,(无对应词汇),(wúduìyìngcíhuì),경제·경영,3
3385,자금,capital,资金,zījīn,경제·경영,3
3386,분배,allocation; allotment,分配,fēnpèi,경제·경영,3
3387,폐장,close ,闭门，关门，停业，关闭,bìmén，guānmén，tíngyè，guānbì,경제·경영,3
3388,독점,exclusive possession,独占 ，独吞，独家,dúzhàn ，dútūn，dújiā,경제·경영,3
3389,투기,speculation,投机，炒,tóujī，chǎo,경제·경영,3
3390,품목,list of items,货单，清单,huòdān，qīngdān,경제·경영,3
3391,성사,accomplishment; achievement,办成，促成,bànchéng，cùchéng,경제·경영,3
3392,재정,finances,财政,cáizhèng,경제·경영,3
3393,자산,assets,资产,zīchǎn,경제·경영,3
3394,목돈,sizable sum of money,巨款，一大笔钱,jùkuǎn，yīdàbǐqián,경제·경영,3
3395,기일,appointed day,日期，限期,rìqī，xiànqī,경제·경영,3
3396,원가,cost of production; cost,成本,chéngběn,경제·경영,3
3397,물품,article; commodity,物品,wùpǐn,경제·경영,3
3398,용량,capacity; volume,容量，储存量,róngliàng，chǔcúnliàng,경제·경영,3
3399,내역,item; detail; description,明细，细目,míngxì，xìmù,경제·경영,3
3400,어부지리,fish in troubled waters; playing both ends against the middle,渔夫之利，坐收渔利，渔翁得利,yúfūzhīlì，zuòshōuyúlì，yúwēngdélì,경제·경영,3
3401,거액,fortune; large amount of money,巨额，巨款,jù'é，jùkuǎn,경제·경영,3
3402,금리,interest rate,利息，利率,lìxī，lìlǜ,경제·경영,3
3403,고가,high price,高价,gāojià,경제·경영,3
3404,원조,assistance; support; aid,援助，救助,yuánzhù，jiùzhù,경제·경영,3
3405,도약,leap; jump,跳跃，跳起,tiàoyuè，tiàoqǐ,경제·경영,3
3406,견본,sample,样品，样本,yàngpǐn，yàngběn,경제·경영,3
3407,돌파,breakthrough,突破，冲破，攻破,tūpò，chōngpò，gōngpò,경제·경영,3
3408,본전,principal,本金,běnjīn,경제·경영,3
3409,창출,creation,创出，创造,chuàngchū，chuàngzào,경제·경영,3
3410,송금,remittance,汇款，汇钱,huìkuǎn，huìqián,경제·경영,3
3411,마케팅,marketing,市场营销,shìchǎngyíngxiāo,경제·경영,3
3412,매매,transaction,买卖，交易,mǎimài，jiāoyì,경제·경영,3
3413,-권,-gwon,(无对应词汇),(wúduìyìngcíhuì),경제·경영,3
3414,재테크,investment,理财,lǐcái,경제·경영,3
3415,극대화,maximization,极大化，最大化,jídàhuà，zuìdàhuà,경제·경영,3
3416,산업화,industrialization,工业化，产业化,gōngyèhuà，chǎnyèhuà,경제·경영,3
3417,바자회,bazaar,慈善会，义卖会,císhànhuì，yìmàihuì,경제·경영,3
3418,상업적,being commercial,商业的，商业性的,shāngyède，shāngyèxìngde,경제·경영,3
3419,경공업,light industry,轻工业,qīnggōngyè,경제·경영,3
3420,과다,extreme,过多，过量,guòduō，guòliàng,경제·경영,3
3421,한몫,portion,一份,yīfèn,경제·경영,3
3422,창업,founding,建国，开国,jiànguó，kāiguó,경제·경영,3
3423,적금,saving; savings,储蓄，存款,chǔxù，cúnkuǎn,경제·경영,3
3424,흑자,surplus; being in the black,顺差，盈余,shùnchā，yíngyú,경제·경영,3
3425,상표,brand; trademark,商标,shāngbiāo,경제·경영,3
3426,거금,fortune;  big money,巨款，重金，巨资,jùkuǎn，zhòngjīn，jùzī,경제·경영,3
3427,절감,reduction,节减，节省,jiéjiǎn，jiéshěng,경제·경영,3
3428,기금,fund,基金,jījīn,경제·경영,3
3429,납부,payment,交纳，缴纳,jiāonà，jiǎonà,경제·경영,3
3430,노동력,labor power; workforce; manpower,劳动力，劳力,láodònglì，láolì,경제·경영,3
3431,결산,settlement of accounts; closing the books,结算,jiésuàn,경제·경영,3
3432,구형,old model; old style,旧型，旧式,jiùxíng，jiùshì,경제·경영,3
3433,팔아먹다,sell,卖给，卖出,màigěi，màichū,경제·경영,3
3434,겨냥,aiming; targeting,瞄，瞄准,miáo，miáozhǔn,경제·경영,3
3435,명품,masterpiece; designer goods; premium brand goods,名品,míngpǐn,경제·경영,3
3436,보증,gurantee,保证，担保,bǎozhèng，dānbǎo,경제·경영,3
3437,증권,legal paper,证券,zhèngquàn,경제·경영,3
3438,회계,accounting; bookkeeping,算账，核算，统计,suànzhàng，hésuàn，tǒngjì,경제·경영,3
3439,생산성,productivity,生产率，生产效率,shēngchǎnlǜ，shēngchǎnxiàolǜ,경제·경영,3
3440,생필품,daily necessity,生活必需品,shēnghuóbìxūpǐn,경제·경영,3
3441,한도,limit; cap; ceiling,限度,xiàndù,경제·경영,3
3442,잔고,balance,余额,yú'é,경제·경영,3
3443,주가,stock price; share price,股价，股票价格,gǔjià，gǔpiàojiàgé,경제·경영,3
3444,중점,focus,重点,zhòngdiǎn,경제·경영,3
3445,농장,farm,农场,nóngchǎng,경제·경영,3
3446,유사,being similar,类似，相似,lèisì，xiāngsì,경제·경영,3
3447,논,paddy field; rice field,水田，稻田,shuǐtián，dàotián,경제·경영,3
3448,급상승,sudden rise; steep rise,急升，骤升，暴涨,jíshēng，zhòushēng，bàozhǎng,경제·경영,3
3449,이득,profit; gain,得利，获益，盈利,délì，huòyì，yínglì,경제·경영,3
3450,담보,security; collateral,抵押,dǐyā,경제·경영,3
3451,원금,principal,本金，本钱,běnjīn，běnqián,경제·경영,3
3452,인건비,labor cost; personnel expense,人工费，劳务费,réngōngfèi，láowùfèi,경제·경영,3
3453,소매,retail,零售，零卖,língshòu，língmài,경제·경영,3
3454,운송,transportation; carriage; freight,运送，运输,yùnsòng，yùnshū,경제·경영,3
3455,상인,merchant; dealer,商贩，商人,shāngfàn，shāngrén,경제·경영,3
3456,파격적,being shocking; being unconventional,破格，破格的,pògé，pògéde,경제·경영,3
3457,부도나다,be dishonored,倒闭，破产,dǎobì，pòchǎn,경제·경영,3
3458,소모,consumption,消耗,xiāohào,경제·경영,3
3459,지점,point; spot,地点,dìdiǎn,경제·경영,3
3460,한정,limit; restriction,限定，限量,xiàndìng，xiànliàng,경제·경영,3
3461,브랜드,brand,品牌，商标,pǐnpái，shāngbiāo,경제·경영,3
3462,경매,auction; public sale,拍卖,pāimài,경제·경영,3
3463,상품권,gift card; gift certificate,商品劵，购物劵,shāngpǐnjuàn，gòuwùjuàn,경제·경영,3
3464,분기,quarter,季度,jìdù,경제·경영,3
3465,원화,Korean Won,韩元,hányuán,경제·경영,3
3466,급등,soaring,暴涨，猛涨,bàozhǎng，měngzhǎng,경제·경영,3
3467,단가,unit price,单价,dānjià,경제·경영,3
3468,자립,independence; self-reliance,自立，自主,zìlì，zìzhǔ,경제·경영,3
3469,부도,bankruptcy,拒付，拒绝承兑，倒闭，破产,jùfù，jùjuéchéngduì，dǎobì，pòchǎn,경제·경영,3
3470,중개,mediation,中介,zhōngjiè,경제·경영,3
3471,생산적,being productive,生产方面的,shēngchǎnfāngmiànde,경제·경영,3
3472,출금,withdrawal,取款，支取,qǔkuǎn，zhīqǔ,경제·경영,3
3473,농가,farming family,农家,nóngjiā,경제·경영,3
3474,다량,much; plenty; profusion; quantity; lot,大量，批量,dàliàng，pīliàng,경제·경영,3
3475,생산량,output; production,产量,chǎnliàng,경제·경영,3
3476,생산자,producer; manufacturer,制造商，生产厂家，生产者,zhìzàoshāng，shēngchǎnchǎngjiā，shēngchǎnzhě,경제·경영,3
3477,도달,arrival; reaching,到达,dàodá,경제·경영,3
3478,중공업,heavy industry,重工业,zhònggōngyè,경제·경영,3
3479,증대,increase; expansion,增大，增多,zēngdà，zēngduō,경제·경영,3
3480,운용,application; operation,运用，营业，应用,yùnyòng，yíngyè，yìngyòng,경제·경영,3
3481,차별화,differentiation; distinction,区别化，差别化,qūbiéhuà，chābiéhuà,경제·경영,3
3482,제조,production; manufacturing,制造,zhìzào,경제·경영,3
3483,주식회사,joint-stock company; limited company,株式会社，股份有限公司,zhūshìhuìshè，gǔfènyǒuxiàngōngsī,경제·경영,3
3484,비상금,nest egg; cache; cash reserves,应急钱，私房钱,yìngjíqián，sīfángqián,경제·경영,3
3485,재벌,conglomerate; chaebol,财阀,cáifá,경제·경영,3
3486,공산품,industrial product,工业品，工业产品,gōngyèpǐn，gōngyèchǎnpǐn,경제·경영,3
3487,-액,-aek,(无对应词汇),(wúduìyìngcíhuì),경제·경영,3
3488,점유율,share; occupation rate,占有率,zhànyǒulǜ,경제·경영,3
3489,영리,profit-seeking,盈利,yínglì,경제·경영,3
3490,-산,-san,(无对应词汇),(wúduìyìngcíhuì),경제·경영,3
3491,하락,drop; fall; decrease,下跌,xiàdiē,경제·경영,3
3492,수익금,profits; earnings,收入，收益,shōurù，shōuyì,경제·경영,3
3493,축산업,livestock industry,畜牧业,xùmùyè,경제·경영,3
3494,농경,cultivation; agriculture,农耕，耕作,nónggēng，gēngzuò,경제·경영,3
3495,업소,business; establishment; shop,小公司，营业所，店铺,xiǎogōngsī，yíngyèsuǒ，diànpù,경제·경영,3
3496,출시,release; launching,上市,shàngshì,경제·경영,3
3497,구매자,consumer; buyer,购买者，买方，购买人,gòumǎizhě，mǎifāng，gòumǎirén,경제·경영,3
3498,판매원,seller; sales person; sales representative ,售货员，营业员,shòuhuòyuán，yíngyèyuán,경제·경영,3
3499,재무,finance,财务,cáiwù,경제·경영,3
3500,일감,piece of work; job,活儿，工作,huó'er，gōngzuò,경제·경영,3
3501,상속,inheritance; bequeathal; succession,继承,jìchéng,경제·경영,3
3502,잔돈,small money; small change,零钱,língqián,경제·경영,3
3503,청구,claim,申请，提请,shēnqǐng，tíqǐng,경제·경영,3
3504,단돈,just a small amount of money,一点儿钱，小钱,yìdiǎn'érqián，xiǎoqián,경제·경영,3
3505,소비량,consumption amount,消费量，消耗量,xiāofèiliàng，xiāohàoliàng,경제·경영,3
3506,급락,plunge,暴跌，猛跌,bàodiē，měngdiē,경제·경영,3
3507,전년,past year; last year,去年,qùnián,경제·경영,3
3508,경영진,management; executives; leadership,经营团队，管理层,jīngyíngtuánduì，guǎnlǐcéng,경제·경영,3
3509,세관,customs,海关,hǎiguān,경제·경영,3
3510,대리점,agency,代理店,dàilǐdiàn,경제·경영,3
3511,파격,being shocking; being unconventional,破格,pògé,경제·경영,3
3512,소량,small quantity,少量,shǎoliàng,경제·경영,3
3513,자수성가,making one's fortune by one's own efforts; succeeding on one's own,白手起家,báishǒuqǐjiā,경제·경영,3
3514,적립,raising; saving,积累，积攒,jīlěi，jīzǎn,경제·경영,3
3515,보험료,premium,保险费,bǎoxiǎnfèi,경제·경영,3
3516,양질,good quality; fine quality,优质,yōuzhì,경제·경영,3
3517,증가세,growing trend,增势，增长势头,zēngshì，zēngzhǎngshìtóu,경제·경영,3
3518,알선,good offices; recommendation,周旋，调节,zhōuxuán，tiáojié,경제·경영,3
3519,판매량,sales volume,销售量,xiāoshòuliàng,경제·경영,3
3520,오름세,upward trend,涨势,zhǎngshì,경제·경영,3
3521,특산물,specialty; regional product,特产，特产品，名产,tèchǎn，tèchǎnpǐn，míngchǎn,경제·경영,3
3522,외화,foreign currency,外币，外国货币,wàibì，wàiguóhuòbì,경제·경영,3
3523,도매,wholesale,批发,pīfā,경제·경영,3
3524,장바구니,shopping basket,菜篮,càilán,경제·경영,3
3525,물자,supplies; goods; commodities,物资,wùzī,경제·경영,3
3526,보조금,subsidy,补助金，补贴,bǔzhùjīn，bǔtiē,경제·경영,3
3527,목장,farm,牧场,mùchǎng,경제·경영,3
3528,저가,being cheap; being low-end,低价,dījià,경제·경영,3
3529,제조업,the manufacturing industry,制造业,zhìzàoyè,경제·경영,3
3530,회복세,recovery; turn for the better,恢复情况，恢复势头,huīfùqíngkuàng，huīfùshìtóu,경제·경영,3
3531,몰락,fall; downfall; collapse; ruin,没落，衰落,mòluò，shuāiluò,경제·경영,3
3532,상업적,commercial	,商业的，商业性的,shāngyède，shāngyèxìngde,경제·경영,3
3533,금융업,financial business,金融业,jīnróngyè,경제·경영,3
3534,수지,earnings and expenses; income and expenditure,收支,shōuzhī,경제·경영,3
3535,원유,crude oil,原油,yuányóu,경제·경영,3
3536,제값,right price,应有价格，合理价格,yīngyǒujiàgé，hélǐjiàgé,경제·경영,3
3537,진열,exhibit; display,陈列,chénliè,경제·경영,3
3538,고가품,costly article; high-priced article,高价品，高档商品,gāojiàpǐn，gāodàngshāngpǐn,경제·경영,3
3539,상용,common use; everyday use,常用,chángyòng,경제·경영,3
3540,빈털터리,being penniless; being broke; person without money,穷光蛋,qióngguāngdàn,경제·경영,3
3541,-제,-je,(无对应词汇),(wúduìyìngcíhuì),경제·경영,3
3542,탈의실,changing room; locker room,更衣室,gēngyīshì,경제·경영,3
3543,폭락,plunge; nosedive,暴跌，猛跌，急落,bàodiē，měngdiē，jíluò,경제·경영,3
3544,연비,mileage; gas mileage; fuel efficiency,燃料消耗率,ránliàoxiāohàolǜ,경제·경영,3
3545,무인,being unmanned,无人，自助，自动,wúrén，zìzhù，zìdòng,경제·경영,3
3546,다국적,multinational,跨国,kuàguó,경제·경영,3
3547,조립,assembly,组装，装配，拼装,zǔzhuāng，zhuāngpèi，pīnzhuāng,경제·경영,3
3548,붐,boom,热，热潮,rè，rècháo,경제·경영,3
3549,직거래,direct transaction,直接交易，直销,zhíjiējiāoyì，zhíxiāo,경제·경영,3
3550,중점적,being focused,重点,zhòngdiǎn,경제·경영,3
3551,임업,forestry,林业,línyè,경제·경영,3
3552,진흥,promotion,振兴,zhènxīng,경제·경영,3
3553,기업체,business entity,企业，企业实体,qǐyè，qǐyèshítǐ,경제·경영,3
3554,외식비,expenses of eating out,餐费,cānfèi,경제·경영,3
3555,폭등,soaring,暴涨，飞涨，猛涨,bàozhǎng，fēizhǎng，měngzhǎng,경제·경영,3
3556,헐값,being dirt cheap,低价，廉价，贱价,dījià，liánjià，jiànjià,경제·경영,3
3557,생산적,productive,生产方面的,shēngchǎnfāngmiànde,경제·경영,3
3558,고소득,high income,高收入,gāoshōurù,경제·경영,3
3559,약세,weak tendency,弱势，跌势，走低,ruòshì，diēshì，zǒudī,경제·경영,3
3560,생산지,production site; natural location,产地,chǎndì,경제·경영,3
3561,인출,withdrawal,抽引，抽取,chōuyǐn，chōuqǔ,경제·경영,3
3562,지원금,aid; public assistance; welfare; grant,援款，援助金,yuánkuǎn，yuánzhùjīn,경제·경영,3
3563,하락세,downward trend; downturn,下降趋势，跌势,xiàjiàngqūshì，diēshì,경제·경영,3
3564,잡화,miscellaneous item,杂货，百货,záhuò，bǎihuò,경제·경영,3
3565,자급자족,self-sufficiency,自给自足,zìjǐzìzú,경제·경영,3
3566,경제권,economic bloc,经济圈,jīngjìquān,경제·경영,3
3567,불량품,defective product; faulty product,劣质品，次品,lièzhìpǐn，cìpǐn,경제·경영,3
3568,업자,trader; dealer; business operator,业主,yèzhǔ,경제·경영,3
3569,전액,full amount,全额,quán'é,경제·경영,3
3570,광업,mining industry,矿业,kuàngyè,경제·경영,3
3571,농수산물,agricultural and marine products,农水产品,nóngshuǐchǎnpǐn,경제·경영,3
3572,외제,being foreign-made; foreign brand,外国制造，外国货，洋货,wàiguózhìzào，wàiguóhuò，yánghuò,경제·경영,3
3573,하향,being downward,朝下,cháoxià,경제·경영,3
3574,물량,quantity of materials,数量,shùliàng,경제·경영,3
3575,사업체,company; business entity; business,企业，事业单位,qǐyè，shìyèdānwèi,경제·경영,3
3576,수산업,fishing industry,水产业,shuǐchǎnyè,경제·경영,3
3577,판촉,promotion,促销,cùxiāo,경제·경영,3
3578,유흥비,amusement expenses; entertainment cost,娱乐花费,yúlèhuāfèi,경제·경영,3
3579,파격적,shocking; unconventional,破格，破格的,pògé，pògéde,경제·경영,3
3580,벤처,venture,风险投资,fēngxiǎntóuzī,경제·경영,3
3581,상거래,business transaction; commerce; business deal,商业交易，商务往来，做买卖,shāngyèjiāoyì，shāngwùwǎnglái，zuòmǎimài,경제·경영,3
3582,실용화,commercialization; being put to practical use,实用化，实用,shíyònghuà，shíyòng,경제·경영,3
3583,수산,marine goods; being marine; fishery,水产，水产品,shuǐchǎn，shuǐchǎnpǐn,경제·경영,3
3584,점포,store; shop,店，店铺,diàn，diànpù,경제·경영,3
3585,국고,national treasury; public money,国库,guókù,경제·경영,3
3586,투자자,investor,投资者，投资人,tóuzīzhě，tóuzīrén,경제·경영,3
3587,생활화,habituation,日常化,rìchánghuà,경제·경영,3
3588,중점적,focused,重点,zhòngdiǎn,경제·경영,3
3589,중소,being small; being small- and medium-sized,中小,zhōngxiǎo,경제·경영,3
3590,저소득,low income,低收入,dīshōurù,경제·경영,3
3591,총액,total amount,总额,zǒng'é,경제·경영,3
3592,조선업,shipbuilding industry,造船业,zàochuányè,경제·경영,3
3593,사업주,proprietor,业主，经营者,yèzhǔ，jīngyíngzhě,경제·경영,3
3594,가동,operation,开工，开动，运作,kāigōng，kāidòng，yùnzuò,과학과 기술,3
3595,가상,imagination,假想,jiǎxiǎng,과학과 기술,3
3596,중성,being neutral,中性,zhōngxìng,과학과 기술,3
3597,열성,zeal; fervor; enthusiasm,热诚，热心，积极，热衷,rèchéng，rèxīn，jījí，rèzhōng,과학과 기술,3
3598,궤도,track; orbit,轨道,guǐdào,과학과 기술,3
3599,성분,constituent; component,成分,chéngfèn,과학과 기술,3
3600,시각,sight; vision,视觉,shìjué,과학과 기술,3
3601,결함,flaw; fault; defect; deficiency,缺陷，毛病,quēxiàn，máobìng,과학과 기술,3
3602,성능,performance; efficiency,性能,xìngnéng,과학과 기술,3
3603,진화,development; advancement,演化，进化,yǎnhuà，jìnhuà,과학과 기술,3
3604,우뇌,right brain,右脑,yòunǎo,과학과 기술,3
3605,첨단,state of the art,尖端，前沿,jiānduān，qiányán,과학과 기술,3
3606,유전자,gene,DNA，遗传基因,DNA，yíchuánjīyīn,과학과 기술,3
3607,관측,observation,观测,guāncè,과학과 기술,3
3608,효율,efficiency; effectiveness,效率，效能，实效,xiàolǜ，xiàonéng，shíxiào,과학과 기술,3
3609,기기,equipment; instrument; device,机器,jīqì,과학과 기술,3
3610,곡선,curve,曲线,qūxiàn,과학과 기술,3
3611,융합,fusion,融合,rónghé,과학과 기술,3
3612,각도,angle ,角，角度,jiǎo，jiǎodù,과학과 기술,3
3613,장치,device; apparatus; equipment,装置，装备，设备,zhuāngzhì，zhuāngbèi，shèbèi,과학과 기술,3
3614,액체,liquid,液体,yètǐ,과학과 기술,3
3615,대중화,popularization,大众化,dàzhònghuà,과학과 기술,3
3616,유전,inheritance,遗传,yíchuán,과학과 기술,3
3617,부피,volume,体积，块头，容积,tǐjī，kuàitóu，róngjī,과학과 기술,3
3618,충전,recharging,充电,chōngdiàn,과학과 기술,3
3619,농도,density; concentration,浓度,nóngdù,과학과 기술,3
3620,물리적,being physical,物理的,wùlǐde,과학과 기술,3
3621,좌뇌,left brain,左脑,zuǒnǎo,과학과 기술,3
3622,빈도,frequency,频率，频度,pínlǜ，píndù,과학과 기술,3
3623,혁신,innovation; reform; overhaul,革新，改革，创新，革故鼎新,géxīn，gǎigé，chuàngxīn，gégùdǐngxīn,과학과 기술,3
3624,고도,altitude; elevation,高度,gāodù,과학과 기술,3
3625,플러그,electric plug,插头，插座,chātóu，chāzuò,과학과 기술,3
3626,증발,evaporation; vaporization,蒸发,zhēngfā,과학과 기술,3
3627,전구,light bulb,灯泡，电灯泡,dēngpào，diàndēngpào,과학과 기술,3
3628,산소,oxygen,氧，氧气,yǎng，yǎngqì,과학과 기술,3
3629,산성,acidity,酸性,suānxìng,과학과 기술,3
3630,기체,gas,气体,qìtǐ,과학과 기술,3
3631,철,iron; steel,铁,tiě,과학과 기술,3
3632,검증,verification; inspection,验证，查证,yànzhèng，cházhèng,과학과 기술,3
3633,설비,facilities; equipment; system,设备,shèbèi,과학과 기술,3
3634,금속,metal,金属,jīnshǔ,과학과 기술,3
3635,우성,dominance,优性,yōuxìng,과학과 기술,3
3636,고체,solid,固体,gùtǐ,과학과 기술,3
3637,세포,cell,细胞,xìbāo,과학과 기술,3
3638,오디오,audio,音响,yīnxiǎng,과학과 기술,3
3639,원자력,nuclear power,原子能，核能,yuánzǐnéng，hénéng,과학과 기술,3
3640,너비,width; breadth,宽度，幅,kuāndù，fú,과학과 기술,3
3641,기술적,technical; technological,技术的，技术性的,jìshùde，jìshùxìngde,과학과 기술,3
3642,중력,gravity,重力,zhònglì,과학과 기술,3
3643,단말기,terminal,终端机，终端设备,zhōngduānjī，zhōngduānshèbèi,과학과 기술,3
3644,원료,raw material; materials,原料,yuánliào,과학과 기술,3
3645,네트워크,network,网络,wǎngluò,과학과 기술,3
3646,반도체,semiconductor,半导体,bàndǎotǐ,과학과 기술,3
3647,동력,power,动力，功率,dònglì，gōnglǜ,과학과 기술,3
3648,미생물,microorganism,微生物,wēishēngwù,과학과 기술,3
